DER_TYPE,DER_INSTR,DER_RISK,DER_REP_CTY,DER_SECTOR_CPY,DER_CPC,DER_SECTOR_UDL,DER_CURR_LEG1,DER_CURR_LEG2,DER_ISSUE_MAT,DER_RATING,DER_EX_METHOD,DER_BASIS,AVAILABILITY,COLLECTION,TIME_PERIOD,OBS_VALUE
D,T,B,5J,B,5J,A,TO1,CAD,A,A,3,A,K,S,2022-S1,2158.697
D,D,E,5J,U,JP,A,TO1,TO1,A,A,3,C,K,S,2021-S2,1320.225
D,D,E,5J,U,JP,A,TO1,TO1,A,A,3,C,K,S,2022-S1,1851.482
S,W,T,5J,M,5J,G,TO1,TO1,A,A,3,A,K,E,2021-S2,8894.0
S,W,T,5J,M,5J,G,TO1,TO1,A,A,3,A,K,E,2022-S1,4789.0
A,T,D,5J,C,5J,A,JPY,TO1,A,A,3,A,K,S,2021-S2,99840.586
A,T,D,5J,C,5J,A,JPY,TO1,A,A,3,A,K,S,2022-S1,107114.0
T,W,T,5J,O,5J,A,TO1,TO1,F,A,3,A,K,S,2021-S2,21231.0
T,W,T,5J,O,5J,A,TO1,TO1,F,A,3,A,K,S,2022-S1,19891.0
A,R,B,5J,C,5J,A,SEK,TO1,A,A,3,C,K,S,2021-S2,36173.883
A,R,B,5J,C,5J,A,SEK,TO1,A,A,3,C,K,S,2022-S1,53791.74
A,D,Q,5J,A,5J,A,TO1,TO1,A,A,3,C,K,S,2021-S2,1109819.846
A,D,Q,5J,A,5J,A,TO1,TO1,A,A,3,C,K,S,2022-S1,1630605.166
A,S,D,5J,C,5J,A,GBP,TO1,A,A,3,A,K,S,2021-S2,1342289.184
A,S,D,5J,C,5J,A,GBP,TO1,A,A,3,A,K,S,2022-S1,603011.253
T,W,T,5J,U,5J,B,TO1,TO1,A,A,3,A,K,S,2021-S2,320.0
T,W,T,5J,U,5J,B,TO1,TO1,A,A,3,A,K,S,2022-S1,253.0
D,D,B,5J,B,5J,A,CHF,TO1,A,A,3,C,K,S,2021-S2,24024.278
D,D,B,5J,B,5J,A,CHF,TO1,A,A,3,C,K,S,2022-S1,29084.091
A,U,T,5J,Z,5J,A,TO1,TO1,D,A,3,C,K,S,2021-S2,5894299.0
A,U,T,5J,Z,5J,A,TO1,TO1,D,A,3,C,K,S,2022-S1,6237819.0
A,A,B,5J,U,5J,A,TO1,TO1,F,A,3,C,K,S,2021-S2,1170426.993
A,A,B,5J,U,5J,A,TO1,TO1,F,A,3,C,K,S,2022-S1,1116633.423
A,W,T,5J,K,5J,C,TO1,TO1,A,A,3,C,K,S,2021-S2,3544505.926
A,W,T,5J,K,5J,C,TO1,TO1,A,A,3,C,K,S,2022-S1,3867831.242
D,L,D,5J,U,5J,A,TO1,CHF,A,A,3,C,K,S,2021-S2,2458.536
D,L,D,5J,U,5J,A,TO1,CHF,A,A,3,C,K,S,2022-S1,1659.187
D,N,D,5J,A,5J,A,TO1,CHF,A,A,3,C,K,S,2021-S2,51598.096
D,N,D,5J,A,5J,A,TO1,CHF,A,A,3,C,K,S,2022-S1,85657.939
D,L,D,5J,K,5J,A,TO1,CAD,A,A,3,C,K,S,2021-S2,93569.714
D,L,D,5J,K,5J,A,TO1,CAD,A,A,3,C,K,S,2022-S1,312191.562
A,L,D,5J,K,5J,A,TO1,CHF,A,A,3,C,K,S,2021-S2,4590614.618
A,L,D,5J,K,5J,A,TO1,CHF,A,A,3,C,K,S,2022-S1,2673824.487
A,R,E,5J,U,US,A,TO1,TO1,A,A,3,C,K,S,2021-S2,349293.516
A,R,E,5J,U,US,A,TO1,TO1,A,A,3,C,K,S,2022-S1,325721.771
D,R,B,5J,C,5J,A,TO1,CAD,A,A,3,C,K,S,2021-S2,1874.601
D,R,B,5J,C,5J,A,TO1,CAD,A,A,3,C,K,S,2022-S1,2624.819
A,W,T,5J,U,5J,A,TO1,TO1,F,A,3,C,K,S,2021-S2,7685.0
A,W,T,5J,U,5J,A,TO1,TO1,F,A,3,C,K,S,2022-S1,12814.0
D,C,E,5J,U,5U,A,TO1,TO1,A,A,3,C,K,S,2021-S2,1297.04
D,C,E,5J,U,5U,A,TO1,TO1,A,A,3,C,K,S,2022-S1,1589.29
D,A,D,5J,A,5J,A,TO1,CAD,A,A,3,C,K,S,2021-S2,131404.134
D,A,D,5J,A,5J,A,TO1,CAD,A,A,3,C,K,S,2022-S1,354815.94
A,C,U,5J,A,5J,A,TO1,TO1,A,A,3,C,K,S,2021-S2,310933.068
A,C,U,5J,A,5J,A,TO1,TO1,A,A,3,C,K,S,2022-S1,495313.475
A,C,E,5J,K,5J,A,TO1,TO1,D,A,3,C,K,S,2021-S2,468.209
A,C,E,5J,K,5J,A,TO1,TO1,D,A,3,C,K,S,2022-S1,154.07
Q,C,B,5J,Z,5J,A,TO1,TO1,A,A,3,A,K,S,2021-S2,499.68
Q,C,B,5J,Z,5J,A,TO1,TO1,A,A,3,A,K,S,2022-S1,510.24
Q,D,E,5J,A,5F,A,TO1,TO1,A,A,3,A,K,S,2021-S2,1584.673
Q,D,E,5J,A,5F,A,TO1,TO1,A,A,3,A,K,S,2022-S1,1878.772
A,V,T,5J,P,5J,A,TO1,TO1,A,B,3,C,K,S,2021-S2,119571.0
A,V,T,5J,P,5J,A,TO1,TO1,A,B,3,C,K,S,2022-S1,96505.0
A,C,B,5J,A,5J,A,USD,TO1,A,A,3,C,K,S,2021-S2,81012945.691
A,C,B,5J,A,5J,A,USD,TO1,A,A,3,C,K,S,2022-S1,85469529.892
D,I,B,5J,U,5J,A,USD,TO1,A,A,3,C,K,S,2021-S2,148041.876
D,I,B,5J,U,5J,A,USD,TO1,A,A,3,C,K,S,2022-S1,266201.797
A,A,B,5J,A,5J,A,TO1,TO1,U,A,3,C,K,S,2021-S2,81032234.882
A,A,B,5J,A,5J,A,TO1,TO1,U,A,3,C,K,S,2022-S1,86267962.317
A,M,D,5J,U,5J,A,EUR,TO1,A,A,3,C,K,S,2021-S2,19842.205
A,M,D,5J,U,5J,A,EUR,TO1,A,A,3,C,K,S,2022-S1,26524.0
A,A,B,5J,C,5J,A,TO1,JPY,A,A,3,C,K,S,2021-S2,6586733.65
A,A,B,5J,C,5J,A,TO1,JPY,A,A,3,C,K,S,2022-S1,6380514.446
A,I,B,5J,K,5J,A,USD,TO1,A,A,3,C,K,S,2021-S2,151839.637
A,I,B,5J,K,5J,A,USD,TO1,A,A,3,C,K,S,2022-S1,200580.492
D,T,E,5J,A,5U,A,TO1,TO1,A,A,3,A,K,S,2021-S2,3029.155
D,T,E,5J,A,5U,A,TO1,TO1,A,A,3,A,K,S,2022-S1,3535.09
D,R,E,5J,A,JP,A,TO1,TO1,A,A,3,C,K,S,2021-S2,6606.561
D,R,E,5J,A,JP,A,TO1,TO1,A,A,3,C,K,S,2022-S1,4708.393
A,D,B,5J,A,5J,A,SEK,TO1,A,A,3,C,K,S,2021-S2,1384222.734
A,D,B,5J,A,5J,A,SEK,TO1,A,A,3,C,K,S,2022-S1,1329177.884
A,U,T,5J,A,5J,A,TO1,TO1,A,D,3,C,K,S,2021-S2,540501.5
A,U,T,5J,A,5J,A,TO1,TO1,A,D,3,C,K,S,2022-S1,494172.0
T,V,T,5J,L,5J,A,TO1,TO1,F,A,3,A,K,S,2021-S2,10312.0
T,V,T,5J,L,5J,A,TO1,TO1,F,A,3,A,K,S,2022-S1,11700.0
S,W,T,5J,N,5J,F,TO1,TO1,A,A,3,A,K,E,2021-S2,6287.0
S,W,T,5J,N,5J,F,TO1,TO1,A,A,3,A,K,E,2022-S1,7683.0
A,U,T,5J,M,5J,J,TO1,TO1,A,A,3,C,K,S,2021-S2,28794.0
A,U,T,5J,M,5J,J,TO1,TO1,A,A,3,C,K,S,2022-S1,35370.0
S,W,T,5J,U,5J,G,TO1,TO1,A,A,3,A,K,E,2021-S2,2748.0
S,W,T,5J,U,5J,G,TO1,TO1,A,A,3,A,K,E,2022-S1,1724.0
A,A,D,5J,A,5J,A,TO1,SEK,A,A,3,C,K,S,2021-S2,5483633.655
A,A,D,5J,A,5J,A,TO1,SEK,A,A,3,C,K,S,2022-S1,5812029.438
A,R,B,5J,K,5J,A,SEK,TO1,A,A,3,C,K,S,2021-S2,
A,R,B,5J,K,5J,A,SEK,TO1,A,A,3,C,K,S,2022-S1,3.63
A,W,T,5J,K,5J,B,TO1,TO1,A,A,3,C,K,S,2021-S2,23717.509
A,W,T,5J,K,5J,B,TO1,TO1,A,A,3,C,K,S,2022-S1,32416.75
A,L,D,5J,A,5J,A,CAD,TO1,A,A,3,C,K,S,2021-S2,15255555.282
A,L,D,5J,A,5J,A,CAD,TO1,A,A,3,C,K,S,2022-S1,17200463.201
D,C,B,5J,U,5J,A,CAD,TO1,A,A,3,C,K,S,2021-S2,26108.875
D,C,B,5J,U,5J,A,CAD,TO1,A,A,3,C,K,S,2022-S1,30879.805
T,W,T,5J,N,5J,F,TO1,TO1,A,A,3,A,K,S,2021-S2,10908.0
T,W,T,5J,N,5J,F,TO1,TO1,A,A,3,A,K,S,2022-S1,9516.0
D,C,B,5J,A,5J,A,CHF,TO1,A,A,3,C,K,S,2021-S2,89074.218
D,C,B,5J,A,5J,A,CHF,TO1,A,A,3,C,K,S,2022-S1,136736.43
A,S,B,5J,K,5J,A,CHF,TO1,A,A,3,A,K,S,2021-S2,1147.455
A,S,B,5J,K,5J,A,CHF,TO1,A,A,3,A,K,S,2022-S1,3489.0
A,V,T,5J,C,5J,G,TO1,TO1,A,A,3,C,K,S,2021-S2,1315175.0
A,V,T,5J,C,5J,G,TO1,TO1,A,A,3,C,K,S,2022-S1,1335806.0
S,U,T,5J,U,5J,C,TO1,TO1,A,A,3,A,K,E,2021-S2,108603.465
S,U,T,5J,U,5J,C,TO1,TO1,A,A,3,A,K,E,2022-S1,54919.696
A,I,B,5J,C,5J,A,TO1,USD,A,A,3,C,K,S,2021-S2,9717035.93
A,I,B,5J,C,5J,A,TO1,USD,A,A,3,C,K,S,2022-S1,9323959.493
A,W,T,5J,C,5J,N,TO1,TO1,A,A,3,C,K,S,2021-S2,3164331.0
A,W,T,5J,C,5J,N,TO1,TO1,A,A,3,C,K,S,2022-S1,3385938.0
T,V,T,5J,Z,5J,A,TO1,TO1,A,H,3,A,K,S,2021-S2,257419.0
T,V,T,5J,Z,5J,A,TO1,TO1,A,H,3,A,K,S,2022-S1,231542.0
A,W,T,5J,N,5J,A,TO1,TO1,U,A,3,C,K,S,2021-S2,12770.0
A,W,T,5J,N,5J,A,TO1,TO1,U,A,3,C,K,S,2022-S1,12248.0
T,U,T,5J,U,5J,C,TO1,TO1,A,A,3,A,K,S,2021-S2,101342.825
T,U,T,5J,U,5J,C,TO1,TO1,A,A,3,A,K,S,2022-S1,45422.451
T,W,T,5J,U,5J,G,TO1,TO1,A,A,3,A,K,S,2021-S2,4463.0
T,W,T,5J,U,5J,G,TO1,TO1,A,A,3,A,K,S,2022-S1,7376.0
D,N,D,5J,B,5J,A,USD,TO1,A,A,3,C,K,S,2021-S2,280732.782
D,N,D,5J,B,5J,A,USD,TO1,A,A,3,C,K,S,2022-S1,177917.302
S,V,T,5J,Z,5J,A,TO1,TO1,A,H,3,A,K,E,2021-S2,257946.0
S,V,T,5J,Z,5J,A,TO1,TO1,A,H,3,A,K,E,2022-S1,240954.0
A,T,D,5J,U,5J,A,SEK,TO1,A,A,3,A,K,S,2021-S2,2427.145
A,T,D,5J,U,5J,A,SEK,TO1,A,A,3,A,K,S,2022-S1,3246.501
A,D,T,5J,A,5J,A,TO1,TO1,A,A,3,C,K,S,2021-S2,8947426.009
A,D,T,5J,A,5J,A,TO1,TO1,A,A,3,C,K,S,2022-S1,9442270.782
A,L,D,5J,B,5J,A,TO1,JPY,A,A,3,C,K,S,2021-S2,584869.625
A,L,D,5J,B,5J,A,TO1,JPY,A,A,3,C,K,S,2022-S1,438642.734
D,D,E,5J,K,5F,A,TO1,TO1,A,A,3,C,K,S,2021-S2,
D,D,E,5J,K,5F,A,TO1,TO1,A,A,3,C,K,S,2022-S1,5.012
A,T,D,5J,U,5J,A,TO1,TO1,F,A,3,A,K,S,2021-S2,182700.0
A,T,D,5J,U,5J,A,TO1,TO1,F,A,3,A,K,S,2022-S1,177670.649
A,R,E,5J,B,5P,A,TO1,TO1,A,A,3,C,K,S,2021-S2,69952.865
A,R,E,5J,B,5P,A,TO1,TO1,A,A,3,C,K,S,2022-S1,77224.622
Q,R,B,5J,B,5J,A,JPY,TO1,A,A,3,A,K,S,2021-S2,663.569
Q,R,B,5J,B,5J,A,JPY,TO1,A,A,3,A,K,S,2022-S1,691.4
A,D,B,5J,U,5J,A,TO1,CAD,A,A,3,C,K,S,2021-S2,604381.174
A,D,B,5J,U,5J,A,TO1,CAD,A,A,3,C,K,S,2022-S1,577838.842
D,M,D,5J,C,5J,A,CAD,TO1,A,A,3,C,K,S,2021-S2,162.424
D,M,D,5J,C,5J,A,CAD,TO1,A,A,3,C,K,S,2022-S1,333.27
D,R,B,5J,B,5J,A,TO1,TO1,A,A,3,C,K,S,2021-S2,66124.308
D,R,B,5J,B,5J,A,TO1,TO1,A,A,3,C,K,S,2022-S1,120149.782
A,S,D,5J,A,5J,A,EUR,TO1,A,A,3,A,K,S,2021-S2,10126126.45
A,S,D,5J,A,5J,A,EUR,TO1,A,A,3,A,K,S,2022-S1,11106264.692
T,W,T,5J,P,5J,L,TO1,TO1,A,A,3,A,K,S,2021-S2,5305.0
T,W,T,5J,P,5J,L,TO1,TO1,A,A,3,A,K,S,2022-S1,4076.0
A,I,B,5J,K,5J,A,EUR,TO1,A,A,3,C,K,S,2021-S2,6001.333
A,I,B,5J,K,5J,A,EUR,TO1,A,A,3,C,K,S,2022-S1,842.23
A,M,D,5J,A,5J,A,CAD,TO1,A,A,3,C,K,S,2021-S2,88121.791
A,M,D,5J,A,5J,A,CAD,TO1,A,A,3,C,K,S,2022-S1,82667.676
A,R,B,5J,C,5J,A,TO1,SEK,A,A,3,C,K,S,2021-S2,36173.883
A,R,B,5J,C,5J,A,TO1,SEK,A,A,3,C,K,S,2022-S1,53791.74
A,U,T,5J,L,5J,A,TO1,TO1,A,B,3,C,K,S,2021-S2,264072.0
A,U,T,5J,L,5J,A,TO1,TO1,A,B,3,C,K,S,2022-S1,273257.0
A,D,B,5J,U,5J,A,JPY,TO1,A,A,3,C,K,S,2021-S2,987590.945
A,D,B,5J,U,5J,A,JPY,TO1,A,A,3,C,K,S,2022-S1,997144.963
A,L,D,5J,B,5J,A,TO1,TO1,D,A,3,C,K,S,2021-S2,4582952.046
A,L,D,5J,B,5J,A,TO1,TO1,D,A,3,C,K,S,2022-S1,4252859.769
D,C,E,5J,K,US,A,TO1,TO1,A,A,3,C,K,S,2021-S2,73.522
D,C,E,5J,K,US,A,TO1,TO1,A,A,3,C,K,S,2022-S1,305.891
A,I,B,5J,B,5J,A,TO1,CHF,A,A,3,C,K,S,2021-S2,514107.982
A,I,B,5J,B,5J,A,TO1,CHF,A,A,3,C,K,S,2022-S1,598234.125
D,I,B,5J,A,5J,A,CAD,TO1,A,A,3,C,K,S,2021-S2,46492.755
D,I,B,5J,A,5J,A,CAD,TO1,A,A,3,C,K,S,2022-S1,52891.169
T,V,T,5J,B,5J,A,TO1,TO1,U,A,3,A,K,S,2021-S2,150526.0
T,V,T,5J,B,5J,A,TO1,TO1,U,A,3,A,K,S,2022-S1,155477.0
A,C,E,5J,B,5J,A,TO1,TO1,A,A,3,C,K,S,2021-S2,626551.897
A,C,E,5J,B,5J,A,TO1,TO1,A,A,3,C,K,S,2022-S1,479183.848
A,V,T,5J,L,5J,A,TO1,TO1,A,D,3,C,K,S,2021-S2,36537.0
A,V,T,5J,L,5J,A,TO1,TO1,A,D,3,C,K,S,2022-S1,37210.0
A,T,E,5J,A,5K,A,TO1,TO1,A,A,3,A,K,S,2021-S2,465218.409
A,T,E,5J,A,5K,A,TO1,TO1,A,A,3,A,K,S,2022-S1,490470.81
A,U,T,5J,C,5J,C,TO1,TO1,A,A,3,C,K,S,2021-S2,6641662.468
A,U,T,5J,C,5J,C,TO1,TO1,A,A,3,C,K,S,2022-S1,7180069.262
Q,R,D,5J,A,5J,A,EUR,TO1,A,A,3,A,K,S,2021-S2,697.128
Q,R,D,5J,A,5J,A,EUR,TO1,A,A,3,A,K,S,2022-S1,759.132
D,C,E,5J,C,US,A,TO1,TO1,A,A,3,C,K,S,2021-S2,61101.925
D,C,E,5J,C,US,A,TO1,TO1,A,A,3,C,K,S,2022-S1,113244.011
D,S,D,5J,U,5J,A,TO1,TO1,A,A,3,A,K,S,2021-S2,17444.681
D,S,D,5J,U,5J,A,TO1,TO1,A,A,3,A,K,S,2022-S1,38288.081
A,A,B,5J,B,5J,A,TO1,TO1,A,A,3,C,K,S,2021-S2,38165022.783
A,A,B,5J,B,5J,A,TO1,TO1,A,A,3,C,K,S,2022-S1,41385130.166
A,C,B,5J,C,5J,A,TO1,GBP,A,A,3,C,K,S,2021-S2,6574914.646
A,C,B,5J,C,5J,A,TO1,GBP,A,A,3,C,K,S,2022-S1,5800413.089
A,T,E,5J,C,US,A,TO1,TO1,A,A,3,A,K,S,2021-S2,488853.103
A,T,E,5J,C,US,A,TO1,TO1,A,A,3,A,K,S,2022-S1,588685.068
A,W,T,5J,C,5J,G,TO1,TO1,A,A,3,C,K,S,2021-S2,578568.0
A,W,T,5J,C,5J,G,TO1,TO1,A,A,3,C,K,S,2022-S1,575307.0
A,C,B,5J,K,5J,A,TO1,TO1,U,A,3,C,K,S,2021-S2,3686695.68
A,C,B,5J,K,5J,A,TO1,TO1,U,A,3,C,K,S,2022-S1,4004443.683
Q,M,D,5J,B,5J,A,TO1,CAD,A,A,3,A,K,S,2021-S2,9097.711
Q,M,D,5J,B,5J,A,TO1,CAD,A,A,3,A,K,S,2022-S1,8963.684
T,U,T,5J,A,5J,J,TO1,TO1,A,A,3,A,K,S,2021-S2,1838527.0
T,U,T,5J,A,5J,J,TO1,TO1,A,A,3,A,K,S,2022-S1,1976662.0
A,S,D,5J,U,5J,A,TO1,TO1,D,A,3,A,K,S,2021-S2,1252274.189
A,S,D,5J,U,5J,A,TO1,TO1,D,A,3,A,K,S,2022-S1,1210805.076
A,R,B,5J,A,5J,A,TO1,TO1,D,A,3,C,K,S,2021-S2,1327080.308
A,R,B,5J,A,5J,A,TO1,TO1,D,A,3,C,K,S,2022-S1,1266317.875
D,R,B,5J,K,5J,A,JPY,TO1,A,A,3,C,K,S,2021-S2,10.876
D,R,B,5J,K,5J,A,JPY,TO1,A,A,3,C,K,S,2022-S1,347.089
D,S,E,5J,K,5U,A,TO1,TO1,A,A,3,A,K,S,2021-S2,38.163
D,S,E,5J,K,5U,A,TO1,TO1,A,A,3,A,K,S,2022-S1,29.71
A,S,B,5J,U,5J,A,TO1,EUR,A,A,3,A,K,S,2021-S2,262721.986
A,S,B,5J,U,5J,A,TO1,EUR,A,A,3,A,K,S,2022-S1,286107.89
D,L,D,5J,C,5J,A,JPY,TO1,A,A,3,C,K,S,2021-S2,213712.25
D,L,D,5J,C,5J,A,JPY,TO1,A,A,3,C,K,S,2022-S1,215772.844
A,T,E,5J,B,5F,A,TO1,TO1,A,A,3,A,K,S,2021-S2,9913.966
A,T,E,5J,B,5F,A,TO1,TO1,A,A,3,A,K,S,2022-S1,7861.284
A,S,D,5J,A,5J,A,TO1,USD,A,A,3,A,K,S,2021-S2,15148935.685
A,S,D,5J,A,5J,A,TO1,USD,A,A,3,A,K,S,2022-S1,15658948.333
S,U,T,5J,A,5J,J,TO1,TO1,A,A,3,A,K,E,2021-S2,1959579.0
S,U,T,5J,A,5J,J,TO1,TO1,A,A,3,A,K,E,2022-S1,2058447.0
A,V,T,5J,O,5J,A,TO1,TO1,A,D,3,C,K,S,2021-S2,14162.0
A,V,T,5J,O,5J,A,TO1,TO1,A,D,3,C,K,S,2022-S1,9040.0
D,T,B,5J,C,5J,A,SEK,TO1,A,A,3,A,K,S,2021-S2,154.379
D,T,B,5J,C,5J,A,SEK,TO1,A,A,3,A,K,S,2022-S1,757.953
D,T,D,5J,K,5J,A,GBP,TO1,A,A,3,A,K,S,2021-S2,
D,T,D,5J,K,5J,A,GBP,TO1,A,A,3,A,K,S,2022-S1,0.083
T,V,T,5J,K,5J,A,TO1,TO1,A,A,3,A,K,S,2021-S2,968170.413
T,V,T,5J,K,5J,A,TO1,TO1,A,A,3,A,K,S,2022-S1,1132624.73
S,V,T,5J,B,5J,A,TO1,TO1,U,A,3,A,K,E,2021-S2,163228.0
S,V,T,5J,B,5J,A,TO1,TO1,U,A,3,A,K,E,2022-S1,170006.0
S,V,T,5J,K,5J,A,TO1,TO1,A,A,3,A,K,E,2021-S2,926689.629
S,V,T,5J,K,5J,A,TO1,TO1,A,A,3,A,K,E,2022-S1,1095918.165
D,S,E,5J,A,5J,A,TO1,TO1,A,A,3,A,K,S,2021-S2,250741.34
D,S,E,5J,A,5J,A,TO1,TO1,A,A,3,A,K,S,2022-S1,159312.389
A,C,E,5J,B,5J,A,TO1,TO1,U,A,3,C,K,S,2021-S2,492270.513
A,C,E,5J,B,5J,A,TO1,TO1,U,A,3,C,K,S,2022-S1,362496.58
D,D,B,5J,C,5J,A,EUR,TO1,A,A,3,C,K,S,2021-S2,200122.021
D,D,B,5J,C,5J,A,EUR,TO1,A,A,3,C,K,S,2022-S1,477259.011
T,W,T,5J,Z,5J,A,TO1,TO1,A,A,3,A,K,S,2021-S2,2265137.0
T,W,T,5J,Z,5J,A,TO1,TO1,A,A,3,A,K,S,2022-S1,2434411.0
A,V,T,5J,N,5J,A,TO1,TO1,A,A,3,C,K,S,2021-S2,37909.668
A,V,T,5J,N,5J,A,TO1,TO1,A,A,3,C,K,S,2022-S1,38909.735
A,S,D,5J,A,5J,A,USD,TO1,A,A,3,A,K,S,2021-S2,15148935.685
A,S,D,5J,A,5J,A,USD,TO1,A,A,3,A,K,S,2022-S1,15658948.333
A,T,D,5J,U,5J,A,TO1,SEK,A,A,3,A,K,S,2021-S2,2427.145
A,T,D,5J,U,5J,A,TO1,SEK,A,A,3,A,K,S,2022-S1,3246.501
A,V,T,5J,M,5J,F,TO1,TO1,A,A,3,C,K,S,2021-S2,16141.0
A,V,T,5J,M,5J,F,TO1,TO1,A,A,3,C,K,S,2022-S1,18448.0
S,W,T,5J,Z,5J,A,TO1,TO1,A,A,3,A,K,E,2021-S2,2481210.0
S,W,T,5J,Z,5J,A,TO1,TO1,A,A,3,A,K,E,2022-S1,2570091.0
D,N,D,5J,B,5J,A,EUR,TO1,A,A,3,C,K,S,2021-S2,398517.195
D,N,D,5J,B,5J,A,EUR,TO1,A,A,3,C,K,S,2022-S1,262472.927
S,U,T,5J,L,5J,G,TO1,TO1,A,A,3,A,K,E,2021-S2,78083.0
S,U,T,5J,L,5J,G,TO1,TO1,A,A,3,A,K,E,2022-S1,91651.0
A,I,B,5J,C,5J,A,EUR,TO1,A,A,3,C,K,S,2021-S2,4712221.921
A,I,B,5J,C,5J,A,EUR,TO1,A,A,3,C,K,S,2022-S1,4566604.739
D,C,B,5J,U,5J,A,TO1,TO1,A,A,3,C,K,S,2021-S2,403384.586
D,C,B,5J,U,5J,A,TO1,TO1,A,A,3,C,K,S,2022-S1,782426.542
A,L,D,5J,C,5J,A,SEK,TO1,A,A,3,C,K,S,2021-S2,5229046.048
A,L,D,5J,C,5J,A,SEK,TO1,A,A,3,C,K,S,2022-S1,5422656.754
Q,R,D,5J,B,5J,A,TO1,EUR,A,A,3,A,K,S,2021-S2,734.785
Q,R,D,5J,B,5J,A,TO1,EUR,A,A,3,A,K,S,2022-S1,811.948
A,X,T,5J,B,5J,A,TO1,TO1,A,A,3,C,K,S,2021-S2,340868.5
A,X,T,5J,B,5J,A,TO1,TO1,A,A,3,C,K,S,2022-S1,354612.0
A,U,T,5J,C,5J,A,TO1,TO1,A,H,3,C,K,S,2021-S2,1713267.0
A,U,T,5J,C,5J,A,TO1,TO1,A,H,3,C,K,S,2022-S1,1931655.0
A,T,B,5J,U,5J,A,TO1,TO1,A,A,3,A,K,S,2021-S2,738088.633
A,T,B,5J,U,5J,A,TO1,TO1,A,A,3,A,K,S,2022-S1,895214.178
D,R,D,5J,B,5J,A,SEK,TO1,A,A,3,C,K,S,2021-S2,586.907
D,R,D,5J,B,5J,A,SEK,TO1,A,A,3,C,K,S,2022-S1,1982.294
C,V,T,5J,N,5J,A,TO1,TO1,A,A,3,A,K,S,2021-S2,991.125
C,V,T,5J,N,5J,A,TO1,TO1,A,A,3,A,K,S,2022-S1,934.0
A,I,B,5J,K,5J,A,TO1,USD,A,A,3,C,K,S,2021-S2,151839.637
A,I,B,5J,K,5J,A,TO1,USD,A,A,3,C,K,S,2022-S1,200580.492
T,U,T,5J,L,5J,G,TO1,TO1,A,A,3,A,K,S,2021-S2,54108.0
T,U,T,5J,L,5J,G,TO1,TO1,A,A,3,A,K,S,2022-S1,71810.0
A,S,D,5J,C,5J,A,TO1,TO1,U,A,3,A,K,S,2021-S2,3010330.341
A,S,D,5J,C,5J,A,TO1,TO1,U,A,3,A,K,S,2022-S1,2384549.654
S,U,T,5J,A,5J,A,TO1,TO1,F,A,3,A,K,E,2021-S2,451314.0
S,U,T,5J,A,5J,A,TO1,TO1,F,A,3,A,K,E,2022-S1,427824.0
S,U,T,5J,Z,5J,A,TO1,TO1,U,A,3,A,K,E,2021-S2,503246.0
S,U,T,5J,Z,5J,A,TO1,TO1,U,A,3,A,K,E,2022-S1,493551.0
D,S,B,5J,K,5J,A,CAD,TO1,A,A,3,A,K,S,2021-S2,0.735
D,S,B,5J,K,5J,A,CAD,TO1,A,A,3,A,K,S,2022-S1,8.409
D,I,B,5J,A,5J,A,TO1,GBP,A,A,3,C,K,S,2021-S2,155254.137
D,I,B,5J,A,5J,A,TO1,GBP,A,A,3,C,K,S,2022-S1,236351.293
D,C,E,5J,A,5K,A,TO1,TO1,A,A,3,C,K,S,2021-S2,106896.412
D,C,E,5J,A,5K,A,TO1,TO1,A,A,3,C,K,S,2022-S1,112263.614
T,U,T,5J,Z,5J,A,TO1,TO1,U,A,3,A,K,S,2021-S2,474659.0
T,U,T,5J,Z,5J,A,TO1,TO1,U,A,3,A,K,S,2022-S1,461047.0
A,T,D,5J,B,5J,A,TO1,TO1,A,A,3,A,K,S,2021-S2,18178633.551
A,T,D,5J,B,5J,A,TO1,TO1,A,A,3,A,K,S,2022-S1,18922706.562
Q,R,B,5J,Z,5J,A,TO1,SEK,A,A,3,A,K,S,2021-S2,1046.607
Q,R,B,5J,Z,5J,A,TO1,SEK,A,A,3,A,K,S,2022-S1,1161.809
A,A,E,5J,A,JP,A,TO1,TO1,A,A,3,C,K,S,2021-S2,265898.363
A,A,E,5J,A,JP,A,TO1,TO1,A,A,3,C,K,S,2022-S1,232184.992
A,C,B,5J,K,5J,A,TO1,GBP,A,A,3,C,K,S,2021-S2,3150.004
A,C,B,5J,K,5J,A,TO1,GBP,A,A,3,C,K,S,2022-S1,2948.173
D,A,D,5J,A,5J,A,JPY,TO1,A,A,3,C,K,S,2021-S2,296671.657
D,A,D,5J,A,5J,A,JPY,TO1,A,A,3,C,K,S,2022-S1,279632.839
D,D,B,5J,C,5J,A,USD,TO1,A,A,3,C,K,S,2021-S2,590710.707
D,D,B,5J,C,5J,A,USD,TO1,A,A,3,C,K,S,2022-S1,1227871.958
A,S,D,5J,C,5J,A,TO1,GBP,A,A,3,A,K,S,2021-S2,1342289.184
A,S,D,5J,C,5J,A,TO1,GBP,A,A,3,A,K,S,2022-S1,603011.253
S,V,T,5J,O,5J,A,TO1,TO1,F,A,3,A,K,E,2021-S2,1480.0
S,V,T,5J,O,5J,A,TO1,TO1,F,A,3,A,K,E,2022-S1,1350.0
